"entity_graph"
"""<graphml xmlns=http://graphml.graphdrawing.org/xmlns xmlns:xsi=http://www.w3.org/2001/XMLSchema-instance xsi:schemaLocation=http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd>
  <key id=d5 for=edge attr.name=source_id attr.type=string />
  <key id=d4 for=edge attr.name=description attr.type=string />
  <key id=d3 for=edge attr.name=weight attr.type=double />
  <key id=d2 for=node attr.name=source_id attr.type=string />
  <key id=d1 for=node attr.name=description attr.type=string />
  <key id=d0 for=node attr.name=type attr.type=string />
  <graph edgedefault=undirected>
      <data key=d1>&#30334;&#33050;&#23665;&#26159;&#19968;&#20010;&#22320;&#26041;&#65292;&#22240;&#22825;&#27668;&#24490;&#29615;&#32780;&#20135;&#29983;&#20102;&#34568;&#34467;&#31934;&#65292;&#24120;&#22312;&#36335;&#19979;&#20260;&#20154;&#65292;&#23548;&#33268;&#20154;&#20204;&#19981;&#25954;&#34892;&#36208;&#12290;&#30334;&#33050;&#23665;&#26159;&#25925;&#20107;&#20013;&#30340;&#22320;&#28857;&#65292;&#22240;&#34568;&#34467;&#25104;&#31934;&#32780;&#38395;&#21517;&#65292;&#21518;&#34987;&#25913;&#21517;&#20026;&#23453;&#21326;&#23665;&#12290;&#30334;&#33050;&#23665;&#26159;&#37329;&#23546;&#38468;&#36817;&#30340;&#19968;&#24231;&#23665;&#65292;&#22240;&#29983;&#26377;&#34568;&#34467;&#31934;&#32780;&#20351;&#34892;&#20154;&#19981;&#25954;&#36890;&#34892;&#12290;&#32508;&#21512;&#20197;&#19978;&#25551;&#36848;&#65292;&#30334;&#33050;&#23665;&#22240;&#20854;&#29305;&#26377;&#30340;&#34568;&#34467;&#31934;&#38382;&#39064;&#32780;&#25104;&#20026;&#19968;&#20010;&#21361;&#38505;&#30340;&#22320;&#28857;&#65292;&#19981;&#20165;&#22312;&#25925;&#20107;&#20013;&#22240;&#20854;&#21361;&#38505;&#24615;&#32780;&#25913;&#21517;&#65292;&#20063;&#22240;&#20854;&#22320;&#29702;&#20301;&#32622;&#38752;&#36817;&#37329;&#23546;&#32780;&#26356;&#21152;&#33879;&#21517;&#12290;</data>
      <data key=d2>68989a803763fea0007ae5f291c009b3,ac9679e54b8d58c96f7f5f9411dd2781,f641d615147caccfa6486ae592a76907</data>
    </node>
    <node id=&quot;&#40483;&#20851;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>鸣关 &#26159;&#20301;&#20110;&#30334;&#33050;&#23665;&#19979;&#30340;&#19968;&#24231;&#20851;&#21345;&#65292;&#22240;&#20854;&#29420;&#29305;&#30340;&#22320;&#29702;&#20301;&#32622;&#21644;&#21482;&#26377;&#22312;&#40481;&#40483;&#20043;&#26102;&#20154;&#20204;&#25165;&#25954;&#36890;&#36807;&#30340;&#29305;&#28857;&#32780;&#38395;&#21517;&#12290;&#36825;&#24231;&#20851;&#21345;&#22240;&#20854;&#19982;&#40481;&#40483;&#30340;&#32039;&#23494;&#32852;&#31995;&#32780;&#24471;&#21517;&#65292;&#26159;&#34892;&#21830;&#27463;&#23487;&#30340;&#22320;&#26041;&#12290;</data>
      <data key=d2>ac9679e54b8d58c96f7f5f9411dd2781,f641d615147caccfa6486ae592a76907</data>
    </node>
    <node id=&quot;&#22825;&#31482;&#22269;&#22269;&#29579;&#30340;&#20844;&#20027;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#22825;&#31482;&#22269;&#22269;&#29579;&#30340;&#20844;&#20027;&#22240;&#34987;&#39118;&#21038;&#21040;&#31047;&#22253;&#22522;&#19978;&#65292;&#34987;&#32769;&#20711;&#21457;&#29616;&#24182;&#20851;&#25276;&#65292;&#22812;&#38388;&#24605;&#37327;&#29238;&#27597;&#21884;&#21741;&#12290;</data>
      <data key=d2>ac9679e54b8d58c96f7f5f9411dd2781</data>
    </node>
    <node id=&quot;&#31047;&#22253;&#22522;&#22336;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#31047;&#22253;&#22522;&#22336;&#26159;&#32769;&#20711;&#25552;&#21040;&#30340;&#19968;&#20010;&#22320;&#26041;&#65292;&#20301;&#20110;&#21518;&#38376;&#22806;&#65292;&#29616;&#20026;&#19968;&#22359;&#31354;&#22320;&#12290;</data>
      <data key=d2>ac9679e54b8d58c96f7f5f9411dd2781</data>
    </node>
    <node id=&quot;&#28789;&#23665;&#22823;&#38647;&#38899;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#28789;&#23665;&#22823;&#38647;&#38899;&#26159;&#19977;&#34255;&#21069;&#24448;&#30340;&#30446;&#30340;&#22320;&#65292;&#26159;&#19968;&#20010;&#31070;&#22307;&#30340;&#20315;&#25945;&#22307;&#22320;&#65292;&#20301;&#20110;&#36965;&#36828;&#30340;&#22320;&#26041;&#12290;</data>
      <data key=d2>4aa38e172520212f35ee330d8ce82f25</data>
    </node>
    <node id=&quot;&#20250;&#21516;&#39302;&#39551;&quot;>
      <data key=d0>ORGANIZATION</data>
      <data key=d1>&#20250;&#21516;&#39302;&#39551;&#26159;&#19968;&#20010;&#22320;&#28857;&#65292;&#22307;&#24466;&#30340;&#24351;&#20804;&#20204;&#34987;&#21484;&#38598;&#21040;&#36825;&#37324;&#12290;&#21516;&#26102;&#65292;&#20250;&#21516;&#39302;&#39551;&#20063;&#26159;&#19977;&#34255;&#19968;&#34892;&#20154;&#22312;&#36884;&#20013;&#20572;&#30041;&#30340;&#23448;&#26041;&#39551;&#31449;&#65292;&#36127;&#36131;&#25509;&#24453;&#20351;&#23458;&#65292;&#25552;&#20379;&#20241;&#24687;&#21644;&#34917;&#32473;&#12290;</data>
      <data key=d2>4aa38e172520212f35ee330d8ce82f25,e813f0bbc72f62b15d90ccfd1beddb26</data>
    </node>
    <node id=&quot;&#22823;&#22825;&#31482;&#22269;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#22823;&#22825;&#31482;&#22269;&#26159;&#19968;&#20010;&#22269;&#23478;&#65292;&#25317;&#26377;&#24736;&#20037;&#30340;&#21382;&#21490;&#65292;&#29616;&#22312;&#30340;&#22269;&#29579;&#26159;&#24609;&#23447;&#30343;&#24093;&#12290;</data>
      <data key=d2>11feaf52ed5479e5fb141452574d875e</data>
    </node>
    <node id=&quot;&#25243;&#32483;&#29699;&#25307;&#39544;&#39532;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#25243;&#32483;&#29699;&#25307;&#39544;&#39532;&#26159;&#22823;&#22825;&#31482;&#22269;&#20844;&#20027;&#30340;&#25307;&#20146;&#26041;&#24335;&#65292;&#36890;&#36807;&#25243;&#32483;&#29699;&#36873;&#25321;&#39544;&#39532;&#12290;</data>
      <data key=d2>11feaf52ed5479e5fb141452574d875e</data>
    </node>
    <node id=&quot;&#32483;&#29699;&#20107;&#20214;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#32483;&#29699;&#20107;&#20214;&#26159;&#20844;&#20027;&#36890;&#36807;&#25243;&#32483;&#29699;&#36873;&#25321;&#37197;&#20598;&#30340;&#20107;&#20214;&#65292;&#24847;&#22806;&#22320;&#23558;&#32483;&#29699;&#25243;&#32473;&#20102;&#21776;&#20711;&#65292;&#24341;&#21457;&#20102;&#19968;&#31995;&#21015;&#21518;&#32493;&#20107;&#20214;&#12290;</data>
      <data key=d2>b33c52a94eadfc1ef8dca1ffb2f23724</data>
    </node>
    <node id=&quot;&#23521;&#20154;&#20844;&#20027;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#23521;&#20154;&#20844;&#20027;&#26159;&#19968;&#20301;&#20108;&#21313;&#23681;&#26410;&#23130;&#30340;&#20844;&#20027;&#65292;&#36890;&#36807;&#25243;&#32483;&#29699;&#30340;&#26041;&#24335;&#23547;&#25214;&#20339;&#20598;&#12290;</data>
      <data key=d2>e813f0bbc72f62b15d90ccfd1beddb26</data>
    </node>
    <node id=&quot;&#22307;&#20711;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#22307;&#20711;&#26159;&#19968;&#20301;&#34987;&#20844;&#20027;&#25243;&#32483;&#29699;&#25171;&#20013;&#30340;&#20711;&#20154;&#65292;&#34987;&#25552;&#35758;&#25307;&#20026;&#39544;&#39532;&#65292;&#20294;&#20182;&#26356;&#20542;&#21521;&#20110;&#32487;&#32493;&#21462;&#32463;&#12290;</data>
      <data key=d2>e813f0bbc72f62b15d90ccfd1beddb26</data>
    </node>
    <node id=&quot;&#38054;&#22825;&#30417;&#27491;&#21488;&#23448;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#38054;&#22825;&#30417;&#27491;&#21488;&#23448;&#36127;&#36131;&#36873;&#25321;&#26085;&#26399;&#21644;&#20202;&#24335;&#30340;&#23448;&#21592;&#12290;</data>
      <data key=d2>e813f0bbc72f62b15d90ccfd1beddb26</data>
    </node>
    <node id=&quot;&#25243;&#32483;&#29699;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#25243;&#32483;&#29699;&#26159;&#20844;&#20027;&#29992;&#26469;&#36873;&#25321;&#20339;&#20598;&#30340;&#20202;&#24335;&#12290;</data>
      <data key=d2>e813f0bbc72f62b15d90ccfd1beddb26</data>
    </node>
    <node id=&quot;&#25307;&#39544;&#39532;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#25307;&#39544;&#39532;&#26159;&#22269;&#29579;&#21644;&#20844;&#20027;&#25552;&#35758;&#22307;&#20711;&#25104;&#20026;&#20844;&#20027;&#30340;&#37197;&#20598;&#30340;&#20107;&#20214;&#12290;</data>
      <data key=d2>e813f0bbc72f62b15d90ccfd1beddb26</data>
    </node>
    <node id=&quot;&#27704;&#38215;&#21326;&#22839;&#38401;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#27704;&#38215;&#21326;&#22839;&#38401;&#26159;&#22269;&#29579;&#23433;&#25490;&#23476;&#20250;&#30340;&#22320;&#28857;&#20043;&#19968;&#65292;&#29992;&#20110;&#22269;&#29579;&#19982;&#39544;&#39532;&#21516;&#22352;&#12290;</data>
      <data key=d2>eb8eb2b87d79c27d947926533ad69d07</data>
    </node>
    <node id=&quot;&#30041;&#26149;&#20141;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#30041;&#26149;&#22253;&#26159;&#19968;&#20010;&#22320;&#28857;&#65292;&#20202;&#21046;&#21496;&#23448;&#21592;&#36992;&#35831;&#20102;&#19977;&#20301;&#34892;&#32773;&#36827;&#20837;&#27492;&#22320;&#12290;&#22312;&#36825;&#37324;&#65292;&#19977;&#20301;&#34892;&#32773;&#21644;&#38271;&#32769;&#20139;&#21463;&#20102;&#23476;&#20048;&#65292;&#24182;&#22312;&#30041;&#26149;&#22253;&#24230;&#36807;&#20102;&#19968;&#22812;&#12290;&#27492;&#22806;&#65292;&#30041;&#26149;&#22253;&#20063;&#26159;&#19968;&#20010;&#29992;&#20110;&#36992;&#35831;&#21776;&#20711;&#30340;&#24466;&#24351;&#20204;&#30340;&#21478;&#19968;&#20010;&#23476;&#20250;&#22320;&#28857;&#12290;</data>
      <data key=d2>2499d392d78a2a0ee6ddcb1cf5c3f2d7,36f08a0b3664b2784ef1bc8ae736b739,eb8eb2b87d79c27d947926533ad69d07</data>
    </node>
    <node id=&quot;&#21313;&#20108;&#26085;&#20250;&#21916;&#20339;&#31605;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#21313;&#20108;&#26085;&#20250;&#21916;&#20339;&#31605;&#26159;&#22269;&#29579;&#23433;&#25490;&#30340;&#22823;&#22411;&#23476;&#20250;&#65292;&#29992;&#20110;&#24198;&#31069;&#21644;&#20934;&#22791;&#21776;&#20711;&#19982;&#20844;&#20027;&#30340;&#23130;&#31036;&#12290;</data>
      <data key=d2>eb8eb2b87d79c27d947926533ad69d07</data>
    </node>
    <node id=&quot;&#28023;&#26848;&#30054;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#28023;&#26848;&#30054;&#26159;&#19968;&#20010;&#22320;&#29702;&#29305;&#24449;&#65292;&#25551;&#36848;&#20026;&#22534;&#38686;&#30732;&#29577;&#65292;&#19982;&#32654;&#20029;&#30340;&#33457;&#21321;&#26223;&#35266;&#30456;&#20851;&#12290;</data>
      <data key=d2>2499d392d78a2a0ee6ddcb1cf5c3f2d7</data>
    </node>
    <node id=&quot;&#21326;&#22839;&#38401;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#21326;&#22839;&#38401;&#26159;&#19968;&#20010;&#22320;&#28857;&#65292;&#22269;&#29579;&#25658;&#21776;&#20711;&#19978;&#27492;&#38401;&#36827;&#34892;&#39278;&#23476;&#12290;</data>
      <data key=d2>2499d392d78a2a0ee6ddcb1cf5c3f2d7</data>
    </node>
    <node id=&quot;&#26149;&#22799;&#31179;&#20908;&#22235;&#26223;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#26149;&#22799;&#31179;&#20908;&#22235;&#26223;&#26159;&#25551;&#36848;&#22235;&#23395;&#21464;&#21270;&#30340;&#35799;&#25991;&#20027;&#39064;&#65292;&#30001;&#32752;&#26519;&#21517;&#22763;&#39064;&#21647;&#12290;</data>
      <data key=d2>2499d392d78a2a0ee6ddcb1cf5c3f2d7</data>
    </node>
    <node id=&quot;&#20202;&#21046;&#21496;&#23448;&quot;>
      <data key=d0 />
      <data key=d1 />
      <data key=d2>2499d392d78a2a0ee6ddcb1cf5c3f2d7</data>
    </node>
    <node id=&quot;&#26575;&#38738;&#38738;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#26575;&#38738;&#38738;&#26159;&#19968;&#20301;&#35799;&#20154;&#65292;&#20197;&#20854;&#35799;&#20316;&#21463;&#21040;&#22269;&#29579;&#30340;&#36190;&#36175;&#12290;</data>
      <data key=d2>36f08a0b3664b2784ef1bc8ae736b739</data>
    </node>
    <node id=&quot;&#32467;&#23130;&#23476;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#32467;&#23130;&#23476;&#26159;&#19968;&#20010;&#24198;&#31069;&#27963;&#21160;&#65292;&#30001;&#20809;&#31108;&#23546;&#20934;&#22791;&#65292;&#22269;&#29579;&#35745;&#21010;&#36992;&#35831;&#39544;&#39532;&#21442;&#21152;&#12290;</data>
      <data key=d2>36f08a0b3664b2784ef1bc8ae736b739</data>
    </node>
    <node id=&quot;&#21512;&#21370;&#20043;&#23476;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#21512;&#21370;&#20043;&#23476;&#26159;&#20844;&#20027;&#21644;&#22269;&#29579;&#23433;&#25490;&#30340;&#23130;&#31036;&#23476;&#20250;&#12290;</data>
      <data key=d2>19da3c6e02bf057f163cd067e6e5e300</data>
    </node>
    <node id=&quot;&#21518;&#23467;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#21518;&#23467;&#26159;&#25925;&#20107;&#21457;&#29983;&#30340;&#22320;&#28857;&#65292;&#22269;&#29579;&#21644;&#21776;&#20711;&#22312;&#27492;&#22320;&#36973;&#36935;&#20102;&#19968;&#31995;&#21015;&#20107;&#20214;&#12290;</data>
      <data key=d2>a61c1aae8a5eb52bc03c432a88412318</data>
    </node>
    <node id=&quot;&#40183;&#40522;&#23467;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#40183;&#40522;&#23467;&#26159;&#20844;&#20027;&#25152;&#22312;&#30340;&#22320;&#26041;&#65292;&#30343;&#21518;&#23252;&#22915;&#21644;&#20844;&#20027;&#22312;&#27492;&#22320;&#36814;&#25509;&#22269;&#29579;&#12290;</data>
      <data key=d2>a61c1aae8a5eb52bc03c432a88412318</data>
    </node>
    <node id=&quot;&#24481;&#33457;&#22253;&#22303;&#22320;&#24217;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#24481;&#33457;&#22253;&#22303;&#22320;&#24217;&#26159;&#22934;&#31934;&#36867;&#36305;&#21518;&#21462;&#27494;&#22120;&#30340;&#22320;&#26041;&#12290;</data>
      <data key=d2>a61c1aae8a5eb52bc03c432a88412318</data>
    </node>
    <node id=&quot;&#30495;&#20844;&#20027;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#30495;&#20844;&#20027;&#34987;&#22934;&#31934;&#21464;&#20316;&#20154;&#36523;&#65292;&#21463;&#21040;&#22269;&#29579;&#21644;&#21518;&#22915;&#30340;&#20851;&#24515;&#65292;&#26368;&#32456;&#34987;&#22823;&#22307;&#25937;&#25588;&#12290;</data>
      <data key=d2>6af11e3281a279c112fb68396935b130</data>
    </node>
    <node id=&quot;&#22825;&#31482;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#22825;&#31482;&#26159;&#19968;&#20010;&#22320;&#29702;&#22320;&#28857;&#65292;&#22934;&#31934;&#22312;&#27492;&#20551;&#25198;&#20844;&#20027;&#65292;&#19982;&#22823;&#22307;&#21457;&#29983;&#20914;&#31361;&#12290;</data>
      <data key=d2>6af11e3281a279c112fb68396935b130</data>
    </node>
    <node id=&quot;&#35199;&#22825;&#38376;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#35199;&#22825;&#38376;&#26159;&#22825;&#23467;&#30340;&#19968;&#20010;&#20837;&#21475;&#65292;&#34892;&#32773;&#21644;&#22934;&#39764;&#22312;&#27492;&#22320;&#36827;&#34892;&#20102;&#28608;&#28872;&#30340;&#25112;&#26007;&#12290;&#21516;&#26102;&#65292;&#35199;&#22825;&#38376;&#20063;&#26159;&#22934;&#31934;&#35797;&#22270;&#36867;&#33073;&#30340;&#22320;&#26041;&#65292;&#20294;&#34987;&#22823;&#22307;&#21644;&#25252;&#22269;&#22825;&#29579;&#25318;&#25130;&#12290;</data>
      <data key=d2>6af11e3281a279c112fb68396935b130,8ab1768f6cbcd0f30cbd945dda83fd90</data>
    </node>
    <node id=&quot;&#25252;&#22269;&#22825;&#29579;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#25252;&#22269;&#22825;&#29579;&#26159;&#22825;&#38376;&#30340;&#23432;&#25252;&#32773;&#65292;&#21327;&#21161;&#22823;&#22307;&#25318;&#25130;&#22934;&#31934;&#12290;</data>
      <data key=d2>6af11e3281a279c112fb68396935b130</data>
    </node>
    <node id=&quot;&#20551;&#20844;&#20027;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#20551;&#20844;&#20027;&#23454;&#38469;&#19978;&#26159;&#19968;&#20010;&#22934;&#37034;&#65292;&#20266;&#35013;&#25104;&#20844;&#20027;&#20197;&#25509;&#36817;&#21776;&#20711;&#65292;&#20225;&#22270;&#30772;&#22351;&#20854;&#20219;&#21153;&#12290;</data>
      <data key=d2>8ab1768f6cbcd0f30cbd945dda83fd90</data>
    </node>
    <node id=&quot;&#20551;&#20844;&#20027;&#20107;&#20214;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#20551;&#20844;&#20027;&#20107;&#20214;&#26159;&#25351;&#22934;&#37034;&#20266;&#35013;&#25104;&#20844;&#20027;&#65292;&#20225;&#22270;&#30772;&#22351;&#21776;&#20711;&#30340;&#26053;&#31243;&#65292;&#24341;&#21457;&#20102;&#19968;&#31995;&#21015;&#30340;&#20914;&#31361;&#21644;&#25112;&#26007;&#12290;</data>
      <data key=d2>8ab1768f6cbcd0f30cbd945dda83fd90</data>
    </node>
    <node id=&quot;&#27611;&#39062;&#23665;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#27611;&#39062;&#23665;&#26159;&#22934;&#37034;&#34255;&#21311;&#30340;&#22320;&#26041;&#65292;&#27809;&#26377;&#20854;&#20182;&#22934;&#31934;&#12290;</data>
      <data key=d2>8269fa256d971ca19d752262f6dd0381</data>
    </node>
    <node id=&quot;&#22826;&#38452;&#26143;&#21531;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#22826;&#38512;&#26143;&#21531;&#26159;&#26376;&#23467;&#30340;&#20027;&#23472;&#65292;&#25581;&#31034;&#20102;&#29577;&#20820;&#30340;&#30495;&#23454;&#36523;&#20221;&#65292;&#24182;&#24102;&#39046;&#20247;&#23252;&#22915;&#36820;&#22238;&#26376;&#23467;&#12290;</data>
      <data key=d2>9b9472189c919b84a14802a91e3efea3,d72ec90808247c9f30b995a50147c1c1</data>
    </node>
    <node id=&quot;&#29577;&#20820;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#29577;&#20820;&#26159;&#19968;&#20010;&#22934;&#31934;&#65292;&#20551;&#25198;&#25104;&#20844;&#20027;&#27169;&#26679;&#65292;&#21518;&#34987;&#22826;&#38452;&#26143;&#25910;&#21435;&#12290;&#29577;&#20820;&#26159;&#24191;&#23506;&#23467;&#30340;&#25443;&#33647;&#20185;&#23376;&#65292;&#31169;&#33258;&#31163;&#24320;&#23467;&#38425;&#24182;&#21367;&#20837;&#20102;&#19982;&#23385;&#24735;&#31354;&#30340;&#20914;&#31361;&#12290;</data>
      <data key=d2>419b8f0889743037b021c7e756f7350d,d72ec90808247c9f30b995a50147c1c1</data>
    </node>
    <node id=&quot;&#22825;&#31482;&#22269;&#29579;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#22825;&#31482;&#22269;&#29579;&#26159;&#25925;&#20107;&#20013;&#30340;&#20027;&#35201;&#20154;&#29289;&#65292;&#20182;&#19982;&#21776;&#20711;&#21644;&#20854;&#20182;&#23448;&#21592;&#19968;&#36215;&#22312;&#20869;&#24311;&#35752;&#35770;&#22269;&#23478;&#20107;&#21153;&#65292;&#24182;&#23545;&#31070;&#20711;&#30340;&#24110;&#21161;&#34920;&#31034;&#24863;&#35874;&#12290;&#21516;&#26102;&#65292;&#22825;&#31482;&#22269;&#29579;&#20063;&#26159;&#25925;&#20107;&#20013;&#30340;&#35282;&#33394;&#65292;&#20854;&#20844;&#20027;&#34987;&#29577;&#20820;&#34255;&#21311;&#12290;</data>
      <data key=d2>9b9472189c919b84a14802a91e3efea3,d72ec90808247c9f30b995a50147c1c1</data>
    </node>
    <node id=&quot;&#32032;&#23077;&#20844;&#20027;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#32032;&#23077;&#20844;&#20027;&#21407;&#26159;&#34814;&#23467;&#20013;&#30340;&#32032;&#23077;&#65292;&#22240;&#24605;&#20961;&#19979;&#30028;&#25104;&#20026;&#22825;&#31482;&#22269;&#29579;&#30340;&#20844;&#20027;&#12290;</data>
      <data key=d2>d72ec90808247c9f30b995a50147c1c1</data>
    </node>
    <node id=&quot;&#29577;&#20820;&#20799;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#29577;&#20820;&#20799;&#26159;&#22825;&#31482;&#22269;&#29579;&#30340;&#20551;&#20844;&#20027;&#65292;&#23454;&#38469;&#19978;&#26159;&#26376;&#23467;&#20013;&#30340;&#19968;&#21482;&#29577;&#20820;&#65292;&#22240;&#24576;&#24680;&#21069;&#20167;&#32780;&#19979;&#20961;&#21464;&#24418;&#12290;</data>
      <data key=d2>9b9472189c919b84a14802a91e3efea3</data>
    </node>
    <node id=&quot;&#32032;&#23077;&#20185;&#23376;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#32032;&#23077;&#20185;&#23376;&#26159;&#22825;&#31482;&#22269;&#29579;&#30340;&#30495;&#20844;&#20027;&#65292;&#22240;&#24605;&#20961;&#19979;&#30028;&#25237;&#32974;&#25104;&#20026;&#20844;&#20027;&#12290;</data>
      <data key=d2>9b9472189c919b84a14802a91e3efea3</data>
    </node>
    <node id=&quot;&#26376;&#23467;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#26376;&#23467;&#26159;&#22826;&#38452;&#26143;&#21531;&#21644;&#23270;&#23077;&#23621;&#20303;&#30340;&#22320;&#26041;&#65292;&#29577;&#20820;&#20799;&#21644;&#32032;&#23077;&#20185;&#23376;&#20063;&#19982;&#27492;&#26377;&#20851;&#12290;</data>
      <data key=d2>9b9472189c919b84a14802a91e3efea3</data>
    </node>
    <node id=&quot;&#25417;&#25343;&#20551;&#20844;&#20027;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#25417;&#25343;&#20551;&#20844;&#20027;&#26159;&#25925;&#20107;&#20013;&#30340;&#20027;&#35201;&#20107;&#20214;&#65292;&#23385;&#22823;&#22307;&#25581;&#38706;&#20102;&#29577;&#20820;&#20799;&#30340;&#30495;&#23454;&#36523;&#20221;&#12290;</data>
      <data key=d2>9b9472189c919b84a14802a91e3efea3</data>
    </node>
    <node id=&quot;&#23547;&#25214;&#30495;&#20844;&#20027;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#23547;&#25214;&#30495;&#20844;&#20027;&#26159;&#25925;&#20107;&#20013;&#30340;&#21518;&#32493;&#20107;&#20214;&#65292;&#22269;&#29579;&#21644;&#21776;&#20711;&#31561;&#20154;&#35745;&#21010;&#23547;&#25214;&#30495;&#27491;&#30340;&#20844;&#20027;&#12290;</data>
      <data key=d2>9b9472189c919b84a14802a91e3efea3</data>
    </node>
    <node id=&quot;&#38675;&#35059;&#20185;&#23376;&quot;>
      <data key=d0 />
      <data key=d1 />
      <data key=d2>9b9472189c919b84a14802a91e3efea3</data>
    </node>
    <node id=&quot;&#22825;&#31482;&#22269;&#22269;&#29579;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#22825;&#31482;&#22269;&#22269;&#29579;&#26159;&#19968;&#20301;&#22269;&#29579;&#65292;&#20851;&#24515;&#33258;&#24049;&#30340;&#20844;&#20027;&#22899;&#20799;&#65292;&#24182;&#23547;&#27714;&#24110;&#21161;&#20197;&#23547;&#25214;&#21644;&#25327;&#25937;&#22905;&#12290;</data>
      <data key=d2>419b8f0889743037b021c7e756f7350d</data>
    </node>
    <node id=&quot;&#22826;&#38452;&#26143;&quot;>
      <data key=d0>PERSON</data>
      <data key=d1>&#22826;&#38452;&#26143;&#26159;&#19968;&#20301;&#31070;&#31047;&#65292;&#25910;&#21435;&#20102;&#20551;&#25198;&#20844;&#20027;&#30340;&#29577;&#20820;&#12290;</data>
      <data key=d2>419b8f0889743037b021c7e756f7350d</data>
    </node>
    <node id=&quot;&#23453;&#21326;&#23665;&quot;>
      <data key=d0>GEO</data>
      <data key=d1>&#23453;&#21326;&#23665;&#26159;&#30334;&#33050;&#23665;&#25913;&#21517;&#21518;&#30340;&#26032;&#21517;&#31216;&#65292;&#22269;&#29579;&#22312;&#27492;&#36827;&#34892;&#20102;&#37325;&#24314;&#21644;&#23553;&#21495;&#12290;</data>
      <data key=d2>68989a803763fea0007ae5f291c009b3</data>
    </node>
    <node id=&quot;&#32473;&#23396;&#24067;&#37329;&#23546;&quot;>
      <data key=d0>ORGANIZATION</data>
      <data key=d1>&#32473;&#23396;&#24067;&#37329;&#23546;&#26159;&#22269;&#29579;&#25941;&#24314;&#30340;&#23546;&#24217;&#65292;&#32769;&#20711;&#34987;&#23553;&#20026;&#25253;&#22269;&#20711;&#23448;&#12290;</data>
      <data key=d2>68989a803763fea0007ae5f291c009b3</data>
    </node>
    <node id=&quot;&#25937;&#20844;&#20027;&#20107;&#20214;&quot;>
      <data key=d0>EVENT</data>
      <data key=d1>&#25937;&#20844;&#20027;&#20107;&#20214;&#26159;&#25925;&#20107;&#20013;&#30340;&#20027;&#35201;&#20107;&#20214;&#65292;&#28041;&#21450;&#23385;&#34892;&#32773;&#12289;&#21776;&#20711;&#21644;&#22269;&#29579;&#31561;&#20154;&#12290;</data>
      <data key=d2>68989a803763fea0007ae5f291c009b3</data>
    </node>
    <node id=&quot;&#38108;&#21488;&#24220;&quot;>
      <data key=d0>GEO</data>
